AI1, AI2, map, fitness
CMAESMCTS, RandomAI, maps/8x8/basesWorkers8x8A.xml, -10.620000000000001
CMAESMCTS, RandomAI, maps/16x16/basesWorkers16x16A.xml, -11.519999999999998
CMAESMCTS, RandomAI, maps/BWDistantResources32x32.xml, -11.48
CMAESMCTS, RandomAI, maps/BroodWar/(4)BloodBath.scmB.xml, -11.129999999999999
CMAESMCTS, RandomAI, maps/8x8/FourBasesWorkers8x8.xml, -10.463999999999999
CMAESMCTS, RandomAI, maps/16x16/TwoBasesBarracks16x16.xml, -10.709999999999999
CMAESMCTS, RandomAI, maps/NoWhereToRun9x8.xml, -11.375999999999998
CMAESMCTS, RandomAI, maps/DoubleGame24x24.xml, -11.627999999999998
CMAESMCTS, RandomBiasedAI, maps/8x8/basesWorkers8x8A.xml, -4.680000000000001
CMAESMCTS, RandomBiasedAI, maps/16x16/basesWorkers16x16A.xml, 12.232000000000001
CMAESMCTS, RandomBiasedAI, maps/BWDistantResources32x32.xml, -14.36
CMAESMCTS, RandomBiasedAI, maps/BroodWar/(4)BloodBath.scmB.xml, -10.200000000000001
CMAESMCTS, RandomBiasedAI, maps/8x8/FourBasesWorkers8x8.xml, -6.480000000000002
CMAESMCTS, RandomBiasedAI, maps/16x16/TwoBasesBarracks16x16.xml, -8.495999999999999
CMAESMCTS, RandomBiasedAI, maps/NoWhereToRun9x8.xml, -8.64
CMAESMCTS, RandomBiasedAI, maps/DoubleGame24x24.xml, -7.127999999999999
CMAESMCTS, MonteCarlo, maps/8x8/basesWorkers8x8A.xml, 6.734
CMAESMCTS, MonteCarlo, maps/16x16/basesWorkers16x16A.xml, -6.4959999999999996
CMAESMCTS, MonteCarlo, maps/BWDistantResources32x32.xml, 0.0
CMAESMCTS, MonteCarlo, maps/BroodWar/(4)BloodBath.scmB.xml, -6.264000000000001
CMAESMCTS, MonteCarlo, maps/8x8/FourBasesWorkers8x8.xml, 11.564
CMAESMCTS, MonteCarlo, maps/16x16/TwoBasesBarracks16x16.xml, -12.815999999999999
CMAESMCTS, MonteCarlo, maps/NoWhereToRun9x8.xml, -9.652000000000001
CMAESMCTS, MonteCarlo, maps/DoubleGame24x24.xml, 0.0
CMAESMCTS, WorkerRush, maps/8x8/basesWorkers8x8A.xml, -15.64
CMAESMCTS, WorkerRush, maps/16x16/basesWorkers16x16A.xml, 0.0
CMAESMCTS, WorkerRush, maps/BWDistantResources32x32.xml, 0.0
CMAESMCTS, WorkerRush, maps/BroodWar/(4)BloodBath.scmB.xml, -14.563999999999998
CMAESMCTS, WorkerRush, maps/8x8/FourBasesWorkers8x8.xml, -15.400000000000002
CMAESMCTS, WorkerRush, maps/16x16/TwoBasesBarracks16x16.xml, -15.162
CMAESMCTS, WorkerRush, maps/NoWhereToRun9x8.xml, -15.0
CMAESMCTS, WorkerRush, maps/DoubleGame24x24.xml, -15.4
CMAESMCTS, WorkerDefense, maps/8x8/basesWorkers8x8A.xml, -13.033999999999999
CMAESMCTS, WorkerDefense, maps/16x16/basesWorkers16x16A.xml, -13.794
CMAESMCTS, WorkerDefense, maps/BWDistantResources32x32.xml, -14.238
CMAESMCTS, WorkerDefense, maps/BroodWar/(4)BloodBath.scmB.xml, -15.18
CMAESMCTS, WorkerDefense, maps/8x8/FourBasesWorkers8x8.xml, -14.04
CMAESMCTS, WorkerDefense, maps/16x16/TwoBasesBarracks16x16.xml, -15.96
CMAESMCTS, WorkerDefense, maps/NoWhereToRun9x8.xml, -16.79
CMAESMCTS, WorkerDefense, maps/DoubleGame24x24.xml, -16.514
CMAESMCTS, CoacAI, maps/8x8/basesWorkers8x8A.xml, -14.076000000000002
CMAESMCTS, CoacAI, maps/16x16/basesWorkers16x16A.xml, 0.0
CMAESMCTS, CoacAI, maps/BWDistantResources32x32.xml, -11.214
CMAESMCTS, CoacAI, maps/BroodWar/(4)BloodBath.scmB.xml, -14.489999999999998
CMAESMCTS, CoacAI, maps/8x8/FourBasesWorkers8x8.xml, -11.564
CMAESMCTS, CoacAI, maps/16x16/TwoBasesBarracks16x16.xml, -18.288
CMAESMCTS, CoacAI, maps/NoWhereToRun9x8.xml, -12.425999999999998
CMAESMCTS, CoacAI, maps/DoubleGame24x24.xml, -14.363999999999999
CMAESMCTS, POLightRush, maps/8x8/basesWorkers8x8A.xml, -15.288000000000002
CMAESMCTS, POLightRush, maps/16x16/basesWorkers16x16A.xml, -15.656
CMAESMCTS, POLightRush, maps/BWDistantResources32x32.xml, -16.338
CMAESMCTS, POLightRush, maps/BroodWar/(4)BloodBath.scmB.xml, -15.983999999999998
CMAESMCTS, POLightRush, maps/8x8/FourBasesWorkers8x8.xml, -15.091999999999999
CMAESMCTS, POLightRush, maps/16x16/TwoBasesBarracks16x16.xml, -14.934000000000001
CMAESMCTS, POLightRush, maps/NoWhereToRun9x8.xml, -14.280000000000001
CMAESMCTS, POLightRush, maps/DoubleGame24x24.xml, -14.858000000000002
